Genes/Conditions	dinI_U_N0025	dinP_U_N0025	lexA_U_N0025	lon_U_N0025	luc_U_N0025	mazF_U_N0025	recA_U_N0025	relA_U_N0025	ruvA_U_N0025	sulA_U_N0025	umuD_U_N0025	uvrA_U_N0025	yebF_U_N0075	luc_U_N0075	zipA_U_N0075	luc_U_N0000	b2618_U_N0075	bcp_U_N0075	cpxR_U_N0075	crcB_U_N0075	crp_U_N0075	cspF_U_N0075	dam_U_N0075	dnaA_U_N0075	dnaN_U_N0075	dnaT_U_N0075	emrR_U_N0075	era_U_N0075	fis_U_N0075	fklB_U_N0075	folA_U_N0075	galF_U_N0075	gcvR_U_N0075	gyrA_U_N0075	gyrI_U_N0075	hlpA_U_N0075	holD_U_N0075	hscA_U_N0075	IHF_U_N0075	ldrA_U_N0075	mcrB_U_N0075	mcrC_U_N0075	menB_U_N0075	menC_U_N0075	minD_U_N0075	minE_U_N0075	murI_U_N0075	yoeB_U_N0075	nrdA_U_N0075	nrdB_U_N0075	nupC_U_N0075	pyrC_U_N0075	rimI_U_N0075	rstB_U_N0075	ruvC_U_N0075	sbcB_U_N0075	uspA_U_N0075	WT_N0000	WT_N0025	WT_N0050	WT_N0075	recA_D_N0000	recA_D_N0050	recA_D_N0100	WT_D_N0100	luc2_U_N0025	luc2_U_N0000	T0_N0000	T12_N10000	T24_N10000	T24_N0000	T36_N10000	T48_N10000	T60_N10000	T60_N0000	ccdB_K12_t0	ccdB_K12_t30	ccdB_K12_t60	ccdB_K12_t90	ccdB_K12_t120	lacZ_K12_t0	lacZ_K12_t30	lacZ_K12_t60	lacZ_K12_t90	lacZ_K12_t120	lacZ_MG1063_t0	lacZ_MG1063_t30	lacZ_MG1063_t60	lacZ_MG1063_t90	lacZ_MG1063_120	ccdB_MG1063_t0	ccdB_MG1063_t30	ccdB_MG1063_t60	ccdB_MG1063_t90	ccdB_MG1063_t120	lacZ_W1863_t0	lacZ_W1863_t30	lacZ_W1863_t60	lacZ_W1863_t90	ccdB_W1872_t0	ccdB_W1872_t30	ccdB_W1872_t60	ccdB_W1872_t90	M9_K_appY	M9_K_arcA	M9_K_arcAfnr	M9_K_fnr	M9_K_oxyR	M9_K_soxS	M9_WT	M9_K_appY_anaerobic	M9_K_arcA_anaerobic	M9_K_arcAfnr_anaerobic	M9_K_fnr_anaerobic	M9_K_oxyR_anaerobic	M9_K_soxS_anaerobic	M9_WT_anaerobic	WT_MOPS_glucose	WT_MOPS_acetate	WT_MOPS_glycerol	WT_MOPS_proline	WT_MOPS_lateLog	WT_MOPS_stationary	WT_MOPS_stationary2	WT_MOPS_stationary3	WT_MOPS_stationary4	WT_MOPS_heatShock	WT_MOPS_acidShock	WT_MOPS_cipro	WT_MOPS_cipro2	MOPS_K_crp	MOPS_K_cspA	MOPS_K_dps	MOPS_K_dps_stationary	MOPS_K_dps_stationary2	MOPS_K_hns	MOPS_K_hupB	MGD1_t0	MGD1_t30	pET3d_t0	pET3d_t30	pepAA_t0	pepAA_t30	pepCO_t0	pepCO_t30	carbonSourceForaging	ast_pBAD18	ast_pBADsup2	fnr_wtAnaerobic	fnr_K_fnrAerobic
argK	7.046539783477783	7.09598970413208	7.219143390655518	7.048666477203369	7.126123428344727	7.041230201721191	7.176366806030273	7.155313491821289	7.1368231773376465	7.015900135040283	7.2010698318481445	7.13011360168457	7.125699996948242	7.1526198387146	7.00226354598999	6.982436656951904	7.28627347946167	7.260280132293701	7.3289666175842285	7.261203289031982	7.219019889831543	7.117040157318115	6.7107834815979	7.188616752624512	7.081613540649414	6.96334981918335	6.705289840698242	7.102146625518799	7.206406593322754	7.473066806793213	7.224623203277588	7.083889961242676	7.308826446533203	7.132009983062744	7.068526744842529	7.05787992477417	7.062076568603516	6.993569850921631	6.946579933166504	7.156126499176025	7.268146991729736	7.312069892883301	7.224366664886475	7.155053615570068	7.309563636779785	7.121616840362549	7.180843353271484	6.936429977416992	6.9551801681518555	6.913685321807861	7.215859889984131	7.373310089111328	7.229619979858398	6.917373180389404	7.062366485595703	7.206096649169922	7.211026668548584	7.682990074157715	7.494110107421875	7.176070213317871	7.468514919281006	7.382330417633057	7.168400287628174	7.396315097808838	7.410015106201172	7.125945091247559	7.111109733581543	7.061086654663086	7.246923446655273	7.27308988571167	7.099400043487549	7.139229774475098	7.203853130340576	7.1500701904296875	6.963516712188721	7.129990100860596	7.16756010055542	6.927480220794678	7.180049896240234	7.227389812469482	7.171559810638428	7.100090026855469	7.209700107574463	7.059619903564453	7.307290077209473	7.1442646980285645	7.180339813232422	7.018054962158203	7.083489894866943	7.146059989929199	7.118049621582031	7.147799968719482	7.212619781494141	7.288719654083252	7.662179946899414	7.285130023956299	6.944009780883789	7.007929801940918	6.555369853973389	6.948740005493164	6.848110198974609	6.804880142211914	7.039219856262207	6.963746547698975	7.004513263702393	6.789919853210449	6.657173156738281	6.673659801483154	6.793320178985596	6.941349983215332	6.684909820556641	6.767433166503906	6.783213138580322	6.8628129959106445	6.8155598640441895	6.808680057525635	6.834597587585449	7.277865886688232	7.270884990692139	7.232924938201904	7.224485397338867	7.117129802703857	7.1782450675964355	6.76532506942749	7.520020008087158	6.91686487197876	6.915460109710693	7.269535064697266	7.498079776763916	6.815569877624512	6.969253063201904	7.301360130310059	7.247286796569824	7.147464752197266	7.426060199737549	6.983713150024414	7.418650150299072	8.01113510131836	7.125674724578857	7.594490051269531	7.313260078430176	7.1422600746154785	7.91786527633667	8.031805038452148	7.3898749351501465	7.3899102210998535	7.271856784820557	7.205563545227051	7.243406772613525	7.2928667068481445
argO	7.470216751098633	7.302933216094971	7.3773298263549805	7.427873134613037	7.473276615142822	7.311103343963623	7.297689914703369	7.274406909942627	7.451786518096924	7.278573513031006	7.262696743011475	7.3853864669799805	7.595749855041504	7.640186786651611	7.542079925537109	7.6701130867004395	8.05895709991455	8.092886924743652	7.857623100280762	7.938179969787598	8.15602970123291	8.200606346130371	8.028510093688965	7.525873184204102	7.9281134605407715	7.987229824066162	7.809594631195068	8.055469512939453	8.241186141967773	8.098647117614746	8.088603019714355	8.02301025390625	7.95902681350708	7.950726509094238	7.729653358459473	7.968550205230713	7.879489898681641	7.669196605682373	7.560789585113525	8.065596580505371	8.118816375732422	8.165989875793457	7.713983535766602	7.8274664878845215	7.691649913787842	7.834396839141846	7.8657965660095215	7.734333038330078	7.9811530113220215	7.933079719543457	7.844963073730469	8.130929946899414	7.790696620941162	7.615350246429443	7.915603160858154	7.771639823913574	7.6087799072265625	7.320634841918945	7.764459609985352	7.325539588928223	7.662815093994141	7.369175434112549	7.407359600067139	6.957724571228027	7.178605079650879	7.418715000152588	7.353955268859863	7.760583400726318	7.581743240356445	7.358353137969971	7.52970027923584	7.225193500518799	7.285406589508057	7.3014068603515625	7.007013320922852	7.525780200958252	7.431399822235107	7.186470031738281	8.22251033782959	9.021069526672363	7.5063700675964355	7.277130126953125	7.26938009262085	7.683549880981445	7.649759769439697	7.278489589691162	7.491030216217041	7.249444961547852	7.33096981048584	7.492330074310303	7.294750213623047	7.279979705810547	7.136850357055664	7.397469997406006	7.338510036468506	7.255770206451416	7.423659801483154	7.397980213165283	7.902649879455566	7.623239994049072	7.6615400314331055	7.766930103302002	7.615990161895752	7.849733352661133	7.727063179016113	7.844233512878418	7.923019886016846	7.807799816131592	7.711736679077148	7.641853332519531	7.847236633300781	7.6164069175720215	7.5335235595703125	7.802646636962891	7.8194966316223145	7.757663249969482	7.903517246246338	7.704075813293457	7.3380351066589355	7.531949996948242	7.333154678344727	7.562206745147705	7.340305328369141	7.779209613800049	7.9942498207092285	8.07239055633545	7.495560169219971	7.5686750411987305	7.497139930725098	7.3506999015808105	7.7398200035095215	7.395289897918701	7.697800159454346	7.380100250244141	7.923079967498779	7.536533355712891	7.5559000968933105	6.452610015869141	7.876149654388428	8.302474975585938	8.121129989624023	8.332389831542969	8.294970512390137	8.370254516601562	7.756844997406006	7.621870040893555	7.660283088684082	7.791873455047607	7.659226894378662	7.664720058441162
argP	7.480760097503662	7.520383358001709	7.676736831665039	7.595226764678955	7.371046543121338	7.274383544921875	7.555166721343994	7.219786643981934	7.563726902008057	7.449426651000977	7.461170196533203	7.600676536560059	7.1194000244140625	7.430306911468506	7.147496700286865	7.47494649887085	7.4890666007995605	7.292369842529297	7.286350250244141	7.237513065338135	7.246129989624023	7.277226448059082	6.884756565093994	7.242386817932129	7.151819705963135	7.169663429260254	7.037049770355225	7.117943286895752	7.278276443481445	7.446816444396973	7.3826165199279785	7.28291654586792	7.320226669311523	7.2798333168029785	7.161789894104004	7.123376846313477	7.290876388549805	7.279970169067383	7.415420055389404	7.4635701179504395	7.405863285064697	7.3543267250061035	7.218613147735596	7.153110027313232	7.33501672744751	7.319113254547119	7.280310153961182	6.822426795959473	7.282110214233398	7.199554920196533	7.448383331298828	7.302846908569336	7.272343158721924	6.987046718597412	7.279606819152832	7.247723579406738	7.223693370819092	7.299404621124268	7.116535186767578	6.869609832763672	7.548600196838379	7.474404811859131	7.254575252532959	7.014004707336426	7.064125061035156	7.335605144500732	7.303144931793213	7.7520599365234375	6.958593368530273	6.935470104217529	7.424180030822754	6.954413414001465	6.875810146331787	6.814780235290527	7.392216682434082	7.820280075073242	7.527820110321045	7.434169769287109	7.366489887237549	7.271100044250488	7.814809799194336	7.433279991149902	6.921150207519531	7.146029949188232	6.724860191345215	6.946694850921631	6.905214786529541	6.933125019073486	6.830159664154053	6.959360122680664	6.848535060882568	6.884399890899658	6.920100212097168	6.862414836883545	6.818729877471924	7.197959899902344	7.101280212402344	7.20674991607666	6.9369401931762695	7.249139785766602	6.861999988555908	6.894130229949951	7.015110015869141	7.728943347930908	7.618173122406006	7.691840171813965	7.607190132141113	7.583223342895508	7.566506385803223	7.76422643661499	7.836223602294922	7.710193157196045	7.598753452301025	7.952280044555664	7.83362340927124	7.799860000610352	7.814542770385742	7.4347357749938965	7.315959930419922	7.409444808959961	7.217410087585449	7.183619976043701	7.242675304412842	6.8687052726745605	7.351685047149658	6.941235065460205	6.7147297859191895	7.065064907073975	7.0963897705078125	6.785729885101318	7.364540100097656	7.378280162811279	7.216353416442871	6.865854740142822	7.537129878997803	6.961483478546143	7.4542999267578125	7.719570159912109	7.124605178833008	7.725090026855469	7.110354900360107	7.753444671630859	7.433129787445068	7.406924724578857	7.43150520324707	7.3547749519348145	7.310140132904053	7.295733451843262	7.3444366455078125	7.349783420562744
argR	8.571410179138184	8.70242977142334	8.711970329284668	8.634576797485352	8.757949829101562	9.139479637145996	8.87714672088623	8.88209342956543	8.787973403930664	9.001096725463867	8.881596565246582	8.69985294342041	8.879536628723145	8.89529037475586	9.124939918518066	9.119766235351562	9.181389808654785	8.868456840515137	8.894903182983398	8.853076934814453	8.900020599365234	9.018336296081543	9.118870735168457	9.167269706726074	9.198936462402344	9.208189964294434	9.285194396972656	9.1664400100708	8.86482048034668	8.908203125	8.820150375366211	8.773202896118164	8.934593200683594	9.026000022888184	8.948153495788574	9.094840049743652	9.047430038452148	9.140422821044922	9.29409408569336	9.099233627319336	8.9480562210083	8.938383102416992	8.895036697387695	8.8785400390625	8.906573295593262	8.962193489074707	8.877093315124512	9.110416412353516	9.064746856689453	9.235145568847656	9.03164005279541	8.979146957397461	9.050793647766113	9.112923622131348	9.039766311645508	9.027509689331055	8.982656478881836	8.274690628051758	8.395500183105469	8.398244857788086	8.996384620666504	9.02990436553955	8.988505363464355	9.235344886779785	8.917479515075684	8.979750633239746	8.634650230407715	9.251103401184082	8.916536331176758	9.720423698425293	9.41396713256836	9.571746826171875	9.211483001708984	9.010543823242188	9.182332992553711	8.606969833374023	8.545639991760254	8.546699523925781	8.087289810180664	8.303159713745117	8.71654987335205	8.745800018310547	8.613229751586914	8.32958984375	8.369609832763672	8.882474899291992	8.906314849853516	8.850715637207031	8.7360200881958	8.639659881591797	8.984489440917969	8.983335494995117	8.838504791259766	8.511634826660156	8.4364595413208	8.761520385742188	8.687540054321289	8.602879524230957	8.668540000915527	8.768280029296875	8.913800239562988	8.476630210876465	8.368399620056152	8.98288631439209	9.343740463256836	9.326120376586914	9.124409675598145	9.1567964553833	9.187129974365234	9.462937355041504	9.472513198852539	9.563403129577637	9.461343765258789	9.28693962097168	9.43323040008545	9.273159980773926	9.381619453430176	8.788681983947754	8.7658052444458	8.721650123596191	8.106389999389648	8.834400177001953	8.064549446105957	7.7340850830078125	7.788444995880127	7.9906697273254395	8.689399719238281	8.548309326171875	8.47424030303955	8.652429580688477	8.673410415649414	8.82168960571289	8.7908935546875	7.876260280609131	8.018099784851074	8.676739692687988	8.5139799118042	7.923025131225586	8.80778980255127	8.744579315185547	8.545709609985352	8.157574653625488	8.875225067138672	8.797744750976562	8.48615550994873	8.638545036315918	8.796219825744629	8.774497032165527	8.616626739501953	8.692509651184082
argS	8.969003677368164	9.030159950256348	8.992323875427246	8.920136451721191	9.062223434448242	8.795873641967773	8.934096336364746	8.678752899169922	9.060489654541016	9.038530349731445	8.912203788757324	8.922246932983398	8.109800338745117	8.073010444641113	8.193753242492676	9.272053718566895	7.757329940795898	7.6595001220703125	7.567383289337158	7.732339859008789	7.775383472442627	7.874456882476807	8.150703430175781	7.891039848327637	7.9106035232543945	8.208020210266113	8.519309997558594	7.885096549987793	7.747393608093262	7.511189937591553	7.781400203704834	7.797492980957031	7.815346717834473	7.877419948577881	8.08627700805664	8.01884937286377	8.242766380310059	8.37363338470459	8.562394142150879	7.958376884460449	7.741036891937256	7.470213413238525	7.8460469245910645	7.884673118591309	7.77674674987793	8.125076293945312	8.18000316619873	8.060033798217773	8.307366371154785	8.569255828857422	8.102456092834473	7.638390064239502	7.962536334991455	8.237286567687988	8.164753913879395	8.2008695602417	8.039803504943848	7.896075248718262	7.913200378417969	7.733700275421143	7.495689868927002	8.038174629211426	8.626029968261719	8.538684844970703	8.326560020446777	8.616985321044922	8.47482967376709	9.338676452636719	10.354133605957031	10.330133438110352	8.768980026245117	10.1492338180542	10.067266464233398	9.859326362609863	8.400309562683105	8.374730110168457	8.435050010681152	8.036829948425293	8.004229545593262	8.036789894104004	8.4798002243042	8.673919677734375	8.576180458068848	8.572150230407715	8.920479774475098	8.92756462097168	8.65192985534668	8.381999969482422	8.147719383239746	8.038749694824219	8.905439376831055	9.02407455444336	9.10778522491455	9.217890739440918	8.994009971618652	8.870759963989258	8.86830997467041	8.400349617004395	7.911059856414795	8.892120361328125	8.584349632263184	8.257740020751953	8.226759910583496	8.771180152893066	8.829730033874512	8.911210060119629	8.780963897705078	8.868053436279297	8.894769668579102	8.97662353515625	9.016249656677246	8.539496421813965	8.616883277893066	8.688909530639648	8.84929370880127	8.883692741394043	8.820634841918945	8.478318214416504	8.213850021362305	8.301295280456543	8.016319274902344	8.14330005645752	7.726865291595459	7.403534889221191	7.704395294189453	7.703380107879639	8.014349937438965	8.157915115356445	7.951650142669678	8.271180152893066	8.373517036437988	8.274900436401367	8.387017250061035	7.596220016479492	7.763800144195557	7.914913177490234	8.342490196228027	7.989999771118164	8.587889671325684	8.41773509979248	8.496689796447754	8.488470077514648	8.063594818115234	8.69738483428955	8.600900650024414	8.310264587402344	8.27927017211914	8.266866683959961	8.247063636779785	8.280733108520508
ariR	5.5893168449401855	5.8766398429870605	5.821499824523926	5.75283670425415	5.812689781188965	5.759363174438477	5.966373443603516	5.932700157165527	5.616093158721924	5.853963375091553	5.709413528442383	5.676700115203857	5.961376667022705	6.204860210418701	6.282680034637451	5.513046741485596	6.04817008972168	5.771669864654541	5.933403015136719	5.959853649139404	5.920026779174805	6.174779891967773	6.138096809387207	5.825713157653809	6.018223285675049	6.2950968742370605	6.66264009475708	5.9304399490356445	6.084710121154785	5.882016658782959	5.855293273925781	5.760546684265137	5.840320110321045	6.064176559448242	5.919730186462402	5.995643615722656	6.248290061950684	6.3300933837890625	6.423685073852539	6.132239818572998	5.862996578216553	5.641726493835449	5.841569900512695	5.764203071594238	5.7326765060424805	5.9120330810546875	6.09079647064209	6.644460201263428	6.36272668838501	6.665285110473633	6.286053657531738	5.837639808654785	5.708566665649414	5.969793319702148	6.178033351898193	5.854846477508545	5.885773181915283	6.311540126800537	5.856765270233154	5.416424751281738	5.883434772491455	6.077015399932861	7.326329708099365	8.515419960021973	8.844860076904297	5.651575088500977	5.5411152839660645	5.775256633758545	6.921236515045166	7.373653411865234	6.959573268890381	7.802353382110596	7.521309852600098	7.345643520355225	7.09347677230835	6.0151801109313965	5.499839782714844	5.51738977432251	5.725709915161133	5.9534502029418945	6.034110069274902	5.412149906158447	5.807919979095459	6.715129852294922	7.007599830627441	5.35458517074585	5.614290237426758	5.281099796295166	5.436224937438965	5.439650058746338	5.473374843597412	5.413209915161133	6.128220081329346	6.608839988708496	5.782680034637451	5.558599948883057	5.617790222167969	5.892000198364258	6.8436198234558105	5.565929889678955	5.783929824829102	7.01777982711792	9.144619941711426	6.2696967124938965	6.640323162078857	6.636169910430908	7.166203498840332	6.6286234855651855	6.508763313293457	7.138876914978027	5.384759902954102	7.500589847564697	8.924019813537598	6.391493320465088	5.252963542938232	5.339343070983887	5.4402899742126465	5.754402160644531	6.421040058135986	5.695014953613281	6.4339399337768555	5.9368133544921875	6.189089775085449	8.664909362792969	8.579099655151367	8.223645210266113	7.7819600105285645	5.814899921417236	5.999420166015625	5.969180107116699	6.703083515167236	5.354109764099121	5.779260158538818	8.88053035736084	7.514420032501221	6.353270053863525	5.705939769744873	4.551875114440918	6.081259727478027	6.050599575042725	5.587790012359619	6.186049938201904	6.421040058135986	6.020884990692139	6.622035026550293	5.829970359802246	5.620203495025635	5.977403163909912	5.399590015411377	5.957586765289307
arnA	8.256966590881348	8.071863174438477	8.194643020629883	8.147760391235352	8.193070411682129	8.433300018310547	8.166497230529785	8.699386596679688	8.119832992553711	8.153753280639648	8.10359001159668	8.144216537475586	8.378466606140137	8.371986389160156	8.387760162353516	8.318743705749512	8.084756851196289	8.15956974029541	8.136520385742188	8.213729858398438	8.169233322143555	8.189996719360352	8.248196601867676	8.181079864501953	8.069820404052734	8.285096168518066	8.179530143737793	8.144659996032715	8.160256385803223	8.277263641357422	8.207706451416016	8.179810523986816	8.207913398742676	8.183333396911621	8.180333137512207	8.2514066696167	8.145532608032227	8.229267120361328	8.249670028686523	8.176366806030273	8.083990097045898	8.077093124389648	8.186013221740723	8.25355339050293	8.119636535644531	8.198796272277832	8.17746639251709	8.737939834594727	8.169733047485352	8.320014953613281	8.26276969909668	8.19851303100586	8.1222562789917	8.258196830749512	8.189983367919922	8.164166450500488	8.22072696685791	9.08045482635498	8.937780380249023	8.883159637451172	8.433415412902832	8.349120140075684	8.117899894714355	7.980624675750732	8.091384887695312	8.397259712219238	8.538904190063477	7.8644700050354	8.163080215454102	7.979020118713379	8.085433006286621	8.14249324798584	8.004363059997559	8.145326614379883	8.659079551696777	8.093440055847168	8.036580085754395	7.960700035095215	8.358869552612305	8.1533203125	8.054519653320312	7.820000171661377	7.917359828948975	8.216629981994629	8.144610404968262	7.900759696960449	7.975904941558838	8.079185485839844	8.096894264221191	8.36223030090332	7.871180057525635	7.841274738311768	7.801064968109131	7.997980117797852	8.096670150756836	8.584090232849121	8.670999526977539	8.295000076293945	8.76317024230957	8.194069862365723	7.825019836425781	8.32334041595459	8.290559768676758	8.837743759155273	8.687789916992188	8.66731071472168	8.705106735229492	8.783613204956055	8.778352737426758	8.914030075073242	8.615376472473145	8.843596458435059	9.342272758483887	9.020800590515137	8.735529899597168	8.525423049926758	8.862364768981934	9.89123821258545	10.0947847366333	10.631950378417969	10.355450630187988	10.283599853515625	10.772850036621094	9.661584854125977	8.622200012207031	8.267644882202148	7.955210208892822	10.187350273132324	9.679750442504883	9.829110145568848	10.20442008972168	9.715760231018066	9.849223136901855	9.717329978942871	8.7052001953125	10.232333183288574	9.396280288696289	12.037449836730957	11.39330005645752	11.434000015258789	10.160545349121094	11.868749618530273	10.425350189208984	12.084249496459961	10.768179893493652	10.219850540161133	9.993340492248535	10.569499969482422	10.053906440734863	9.562533378601074
arnB	7.118559837341309	6.803133487701416	7.022886753082275	7.045653343200684	7.133213520050049	6.939913272857666	7.062936782836914	6.8804168701171875	7.016550064086914	6.899069786071777	6.837253093719482	6.847020149230957	7.126116752624512	7.19633674621582	7.218929767608643	7.23408317565918	7.309599876403809	7.2187700271606445	7.163249969482422	7.287806987762451	7.2681169509887695	7.3083600997924805	7.352903366088867	7.161009788513184	7.294079780578613	7.325309753417969	7.346250057220459	7.270626544952393	7.329683303833008	7.238853454589844	7.251913070678711	7.180959701538086	7.14590311050415	7.318253517150879	7.25373649597168	7.187723159790039	7.301760196685791	7.339540004730225	7.263705253601074	7.533276557922363	7.267496585845947	7.071373462677002	7.088563442230225	7.266546726226807	7.088689804077148	7.337500095367432	7.304713249206543	7.480116844177246	7.322589874267578	7.422060012817383	7.38001012802124	7.2711567878723145	7.161863327026367	7.216263294219971	7.298543453216553	7.075129985809326	7.128509998321533	6.674284934997559	6.994339942932129	6.854430198669434	7.0887651443481445	6.9313201904296875	6.922729969024658	7.029675006866455	7.037624835968018	7.082029819488525	7.061705112457275	7.030489921569824	8.251397132873535	7.931039810180664	7.381609916687012	7.926243305206299	7.630006790161133	7.520589828491211	7.774850368499756	7.087590217590332	6.955039978027344	6.906529903411865	7.103129863739014	6.826240062713623	6.8850998878479	6.877240180969238	7.162209987640381	7.160789966583252	7.30355978012085	7.06836462020874	7.270240306854248	7.172524929046631	7.160250186920166	7.344840049743652	6.983964920043945	6.996409893035889	6.821969985961914	6.877130031585693	7.074150085449219	7.786159992218018	8.034850120544434	7.694039821624756	7.819690227508545	7.779489994049072	7.368169784545898	7.507040023803711	7.501699924468994	8.107290267944336	7.9137067794799805	7.721986770629883	7.966526508331299	7.772123336791992	7.946293354034424	7.9774065017700195	7.510059833526611	7.980693340301514	9.010167121887207	8.25022029876709	7.613470077514648	7.558906555175781	7.776632308959961	9.149377822875977	9.649225234985352	10.23593521118164	10.000015258789062	9.291496276855469	8.35984992980957	8.738380432128906	7.357785224914551	7.8344597816467285	7.673709869384766	9.501054763793945	8.923370361328125	8.975040435791016	9.092742919921875	8.934590339660645	8.681243896484375	8.292975425720215	7.514599800109863	9.250499725341797	8.671879768371582	11.69219970703125	11.205750465393066	11.114850044250488	9.92986011505127	10.857949256896973	10.405449867248535	11.573500633239746	10.462764739990234	9.63347053527832	9.609003067016602	10.123013496398926	8.878270149230957	8.592947006225586
arnC	6.932660102844238	6.856486797332764	6.936980247497559	6.8175368309021	6.933643341064453	6.947473526000977	6.948583126068115	6.719676494598389	6.917510032653809	6.925489902496338	6.852626800537109	6.879436492919922	7.331843376159668	7.218053340911865	7.219283580780029	7.176393508911133	7.25223970413208	7.228696823120117	7.236239910125732	7.236913204193115	7.263856410980225	7.1810832023620605	7.164760112762451	7.047110080718994	7.199493408203125	7.302203178405762	6.989254951477051	7.2225165367126465	7.253106594085693	7.314939975738525	7.22613000869751	7.191356658935547	7.129899978637695	7.068550109863281	7.229430198669434	7.200660228729248	7.041533470153809	7.09904670715332	6.968939781188965	7.330926418304443	7.098603248596191	7.121986389160156	7.1975932121276855	7.154530048370361	7.136169910430908	7.172756671905518	7.156833171844482	7.198313236236572	7.052023410797119	7.176024913787842	7.320126533508301	7.3868632316589355	7.223050117492676	7.108230113983154	7.119140148162842	7.015753269195557	7.121036529541016	7.778239727020264	7.768199920654297	7.576149940490723	7.41225004196167	7.115410327911377	6.764035224914551	6.664380073547363	6.582735061645508	7.190315246582031	7.501919746398926	6.623416423797607	7.810343265533447	7.363530158996582	7.033416748046875	7.3534836769104	7.0720534324646	7.011453151702881	7.555903434753418	6.921669960021973	6.768919944763184	6.649750232696533	6.8649702072143555	6.694119930267334	6.844130039215088	6.368750095367432	6.495830059051514	6.769929885864258	7.10876989364624	6.549134731292725	6.7707600593566895	6.49291467666626	6.6743998527526855	6.801509857177734	6.5409698486328125	6.36114501953125	6.200325012207031	6.233590126037598	6.496140003204346	7.687870025634766	7.897729873657227	7.349309921264648	7.046410083770752	7.717450141906738	6.994500160217285	7.013020038604736	6.925680160522461	8.0114164352417	7.781246662139893	7.695456504821777	8.015843391418457	7.681063175201416	7.841350078582764	7.889703273773193	7.40644645690918	7.788453578948975	8.949950218200684	8.198760032653809	7.5982866287231445	7.43271017074585	7.6833624839782715	9.3826904296875	9.517040252685547	10.40255069732666	9.602499961853027	9.565086364746094	8.758170127868652	8.330080032348633	7.34067964553833	7.224955081939697	6.997759819030762	9.553549766540527	9.377989768981934	9.455459594726562	9.521746635437012	9.379130363464355	9.221006393432617	8.334090232849121	7.083380222320557	9.51042652130127	8.919569969177246	12.205050468444824	11.609800338745117	12.028399467468262	9.795029640197754	11.641749382019043	10.185150146484375	12.00355052947998	10.285554885864258	9.662175178527832	10.19024658203125	10.791133880615234	9.544576644897461	9.016079902648926
arnD	6.9210734367370605	6.824649810791016	6.893486499786377	6.877309799194336	6.890120029449463	6.899799823760986	6.910396575927734	7.034926891326904	6.898416519165039	6.956256866455078	7.051663398742676	6.979026794433594	6.7560200691223145	6.856299877166748	6.875629901885986	6.973050117492676	6.599793434143066	6.605916500091553	6.586543083190918	6.600580215454102	6.596416473388672	6.571303367614746	6.789953231811523	6.549243450164795	6.552550315856934	6.664010047912598	6.683835029602051	6.550816535949707	6.619959831237793	6.578460216522217	6.603636741638184	6.677313327789307	6.587430000305176	6.602293491363525	6.62253999710083	6.791923522949219	6.644143104553223	6.776283264160156	6.661755084991455	6.656050205230713	6.501343250274658	6.45932674407959	6.720586776733398	6.758986949920654	6.56308650970459	6.670076847076416	6.686369895935059	6.795959949493408	6.679019927978516	6.723800182342529	6.7169365882873535	6.588806629180908	6.538926601409912	6.631720066070557	6.638153076171875	6.638000011444092	6.640326499938965	6.89454984664917	6.9686102867126465	6.882324695587158	6.760824680328369	7.174294948577881	7.284149646759033	7.213200092315674	7.328080177307129	6.859714984893799	6.857380390167236	6.897079944610596	7.09550666809082	6.9262800216674805	6.932929992675781	7.0436835289001465	7.155416488647461	7.332376956939697	6.973299980163574	6.830659866333008	7.04649019241333	6.8545098304748535	6.932819843292236	6.860000133514404	6.807549953460693	7.01540994644165	7.009500026702881	7.18474006652832	7.2540202140808105	6.716314792633057	6.719319820404053	6.7919697761535645	6.781175136566162	6.8403000831604	6.752725124359131	6.784969806671143	6.7476301193237305	6.939640045166016	7.233699798583984	6.969059944152832	6.8831400871276855	6.883979797363281	7.2625298500061035	6.8336501121521	6.612090110778809	7.004509925842285	7.010900020599365	7.166510105133057	7.050029754638672	6.925456523895264	6.9957966804504395	7.031030178070068	7.1080098152160645	7.093480110168457	7.04058313369751	6.994536399841309	7.370386600494385	7.152379989624023	6.991666793823242	7.022176742553711	7.0697221755981445	7.534071922302246	7.796760082244873	8.195500373840332	7.754090309143066	7.68338680267334	7.675270080566406	7.336549758911133	7.727084636688232	7.426304817199707	7.232570171356201	7.586395263671875	7.676070213317871	7.490650177001953	7.571463584899902	7.183129787445068	7.587313175201416	7.865495204925537	7.948329925537109	7.490246772766113	7.516679763793945	9.537294387817383	9.667269706726074	9.800559997558594	8.604769706726074	10.076210021972656	8.568729400634766	10.06229019165039	9.249130249023438	7.88670015335083	7.767516613006592	8.032386779785156	7.5447468757629395	7.589376449584961
