Genes/Conditions	dinI_U_N0025	dinP_U_N0025	lexA_U_N0025	lon_U_N0025	luc_U_N0025	mazF_U_N0025	recA_U_N0025	relA_U_N0025	ruvA_U_N0025	sulA_U_N0025	umuD_U_N0025	uvrA_U_N0025	yebF_U_N0075	luc_U_N0075	zipA_U_N0075	luc_U_N0000	b2618_U_N0075	bcp_U_N0075	cpxR_U_N0075	crcB_U_N0075	crp_U_N0075	cspF_U_N0075	dam_U_N0075	dnaA_U_N0075	dnaN_U_N0075	dnaT_U_N0075	emrR_U_N0075	era_U_N0075	fis_U_N0075	fklB_U_N0075	folA_U_N0075	galF_U_N0075	gcvR_U_N0075	gyrA_U_N0075	gyrI_U_N0075	hlpA_U_N0075	holD_U_N0075	hscA_U_N0075	IHF_U_N0075	ldrA_U_N0075	mcrB_U_N0075	mcrC_U_N0075	menB_U_N0075	menC_U_N0075	minD_U_N0075	minE_U_N0075	murI_U_N0075	yoeB_U_N0075	nrdA_U_N0075	nrdB_U_N0075	nupC_U_N0075	pyrC_U_N0075	rimI_U_N0075	rstB_U_N0075	ruvC_U_N0075	sbcB_U_N0075	uspA_U_N0075	WT_N0000	WT_N0025	WT_N0050	WT_N0075	recA_D_N0000	recA_D_N0050	recA_D_N0100	WT_D_N0100	luc2_U_N0025	luc2_U_N0000	T0_N0000	T12_N10000	T24_N10000	T24_N0000	T36_N10000	T48_N10000	T60_N10000	T60_N0000	ccdB_K12_t0	ccdB_K12_t30	ccdB_K12_t60	ccdB_K12_t90	ccdB_K12_t120	lacZ_K12_t0	lacZ_K12_t30	lacZ_K12_t60	lacZ_K12_t90	lacZ_K12_t120	lacZ_MG1063_t0	lacZ_MG1063_t30	lacZ_MG1063_t60	lacZ_MG1063_t90	lacZ_MG1063_120	ccdB_MG1063_t0	ccdB_MG1063_t30	ccdB_MG1063_t60	ccdB_MG1063_t90	ccdB_MG1063_t120	lacZ_W1863_t0	lacZ_W1863_t30	lacZ_W1863_t60	lacZ_W1863_t90	ccdB_W1872_t0	ccdB_W1872_t30	ccdB_W1872_t60	ccdB_W1872_t90	M9_K_appY	M9_K_arcA	M9_K_arcAfnr	M9_K_fnr	M9_K_oxyR	M9_K_soxS	M9_WT	M9_K_appY_anaerobic	M9_K_arcA_anaerobic	M9_K_arcAfnr_anaerobic	M9_K_fnr_anaerobic	M9_K_oxyR_anaerobic	M9_K_soxS_anaerobic	M9_WT_anaerobic	WT_MOPS_glucose	WT_MOPS_acetate	WT_MOPS_glycerol	WT_MOPS_proline	WT_MOPS_lateLog	WT_MOPS_stationary	WT_MOPS_stationary2	WT_MOPS_stationary3	WT_MOPS_stationary4	WT_MOPS_heatShock	WT_MOPS_acidShock	WT_MOPS_cipro	WT_MOPS_cipro2	MOPS_K_crp	MOPS_K_cspA	MOPS_K_dps	MOPS_K_dps_stationary	MOPS_K_dps_stationary2	MOPS_K_hns	MOPS_K_hupB	MGD1_t0	MGD1_t30	pET3d_t0	pET3d_t30	pepAA_t0	pepAA_t30	pepCO_t0	pepCO_t30	carbonSourceForaging	ast_pBAD18	ast_pBADsup2	fnr_wtAnaerobic	fnr_K_fnrAerobic
agaA	7.977353572845459	8.135107040405273	8.148500442504883	8.009519577026367	8.112787246704102	8.022433280944824	8.22075366973877	7.9004902839660645	8.101749420166016	8.134113311767578	8.18867015838623	8.14639663696289	8.274820327758789	8.186579704284668	8.182353019714355	8.001136779785156	8.256580352783203	8.377613067626953	8.388303756713867	8.267813682556152	8.227290153503418	8.23995304107666	8.026590347290039	8.329543113708496	8.14271354675293	8.104013442993164	7.880509853363037	8.231953620910645	8.214166641235352	8.409873008728027	8.215740203857422	8.27258014678955	8.328686714172363	8.208553314208984	8.283153533935547	8.190400123596191	8.104276657104492	8.037643432617188	7.995395183563232	8.221570014953613	8.298453330993652	8.266739845275879	8.315913200378418	8.278833389282227	8.342693328857422	8.218219757080078	8.116769790649414	7.86764669418335	8.01940631866455	7.932305335998535	8.175570487976074	8.409982681274414	8.286149978637695	8.087743759155273	8.090750694274902	8.205256462097168	8.197663307189941	8.277565002441406	8.26657485961914	8.520279884338379	8.447219848632812	8.552099227905273	8.369620323181152	8.249679565429688	8.546015739440918	8.221619606018066	8.276044845581055	8.06640338897705	8.197222709655762	8.207369804382324	8.133349418640137	8.185063362121582	8.105253219604492	8.248292922973633	8.139806747436523	8.173290252685547	8.152009963989258	8.118439674377441	8.079509735107422	7.879159927368164	8.28905963897705	8.166130065917969	8.285719871520996	8.1981201171875	8.170559883117676	8.173934936523438	8.001870155334473	8.067839622497559	7.970314979553223	8.123800277709961	8.124394416809082	8.193470001220703	8.259869575500488	8.21731948852539	8.446680068969727	8.116889953613281	8.034119606018066	8.112090110778809	7.900529861450195	8.049489974975586	8.048540115356445	8.065560340881348	8.142979621887207	8.175673484802246	8.048883438110352	8.012720108032227	8.00234603881836	8.125953674316406	8.156517028808594	8.071793556213379	8.019332885742188	8.095353126525879	7.997270107269287	8.002326965332031	8.029379844665527	8.056556701660156	8.047677993774414	8.37881851196289	8.616270065307617	8.429289817810059	8.552345275878906	8.410133361816406	8.255839347839355	8.252224922180176	8.65211009979248	8.561479568481445	8.174300193786621	8.183770179748535	8.51041030883789	8.266860008239746	8.209297180175781	8.404319763183594	8.312970161437988	8.469904899597168	8.634920120239258	8.24213695526123	8.378649711608887	7.34521484375	8.271875381469727	8.779385566711426	9.033659934997559	8.298515319824219	8.543655395507812	8.453035354614258	8.462209701538086	8.447989463806152	8.467533111572266	8.412736892700195	8.40019702911377	8.361559867858887
agaC	7.597013473510742	7.693466663360596	7.686840057373047	7.640013217926025	7.584569931030273	7.563029766082764	7.7921833992004395	7.624523162841797	7.632550239562988	7.6844401359558105	7.706343173980713	7.65182638168335	7.58158016204834	7.611799716949463	7.436163425445557	7.521806716918945	7.732376575469971	7.673013210296631	7.735189914703369	7.636613368988037	7.706723213195801	7.550749778747559	7.311299800872803	7.659200191497803	7.597469806671143	7.476089954376221	7.160475254058838	7.571683406829834	7.646299839019775	7.87775993347168	7.849279880523682	7.6809000968933105	7.701346397399902	7.526129722595215	7.611070156097412	7.466843128204346	7.592026710510254	7.494566917419434	7.483274936676025	7.6087965965271	7.676023483276367	7.799363136291504	7.6209235191345215	7.6704535484313965	7.765719890594482	7.665853500366211	7.684520244598389	7.494906902313232	7.47641658782959	7.298689842224121	7.6442999839782715	7.706303596496582	7.705753326416016	7.438856601715088	7.482573509216309	7.676223278045654	7.61534309387207	7.651464939117432	7.584539890289307	7.642789840698242	7.8073201179504395	7.744899749755859	7.7271246910095215	7.812860012054443	8.061744689941406	7.680299758911133	7.711230278015137	7.775956630706787	7.9368133544921875	7.830520153045654	7.68582010269165	7.934783458709717	7.957952976226807	7.917813301086426	7.629419803619385	7.721330165863037	7.635980129241943	7.680449962615967	7.811069965362549	7.658229827880859	7.795589923858643	7.617839813232422	7.9096198081970215	7.995029926300049	7.9554901123046875	7.581705093383789	7.532670021057129	7.5966949462890625	7.497089862823486	7.682219982147217	7.683219909667969	7.534444808959961	7.6370849609375	7.717410087585449	8.176560401916504	7.748340129852295	7.601590156555176	7.660719871520996	7.312320232391357	7.6325201988220215	7.513370037078857	7.418459892272949	7.658120155334473	7.4954400062561035	7.417813301086426	7.312386512756348	7.061436653137207	7.305540084838867	7.419229984283447	7.404880046844482	7.285833358764648	7.333676815032959	7.305620193481445	7.351016521453857	7.221003532409668	7.321643352508545	7.3189802169799805	8.004039764404297	7.9364399909973145	7.917960166931152	7.917180061340332	7.8863935470581055	7.857655048370361	7.740619659423828	8.455900192260742	7.940784931182861	8.04442024230957	8.158539772033691	7.73045015335083	8.058090209960938	7.765956878662109	7.937139987945557	7.819213390350342	7.946929931640625	8.235380172729492	7.899536609649658	8.042160034179688	7.464374542236328	7.541244983673096	7.9688401222229	8.183235168457031	7.898935317993164	8.170889854431152	8.133535385131836	7.946715354919434	7.973134994506836	8.034629821777344	7.994679927825928	7.910273551940918	7.895516872406006
agaD	7.088940143585205	7.2288665771484375	7.315469741821289	7.242413520812988	7.090590000152588	7.012579917907715	7.320670127868652	7.139126777648926	7.20127010345459	7.2143168449401855	7.1967597007751465	7.189566612243652	7.170266628265381	7.22098970413208	7.039716720581055	6.935029983520508	7.514050006866455	7.4909467697143555	7.538836479187012	7.253489971160889	7.415156841278076	7.257103443145752	6.792973518371582	7.325543403625488	7.285409927368164	7.079623222351074	6.733695030212402	7.241516590118408	7.319863319396973	7.568316459655762	7.402043342590332	7.2861833572387695	7.4645867347717285	7.197763442993164	7.262336730957031	7.076943397521973	7.055830001831055	6.9286932945251465	6.9793548583984375	7.3765435218811035	7.493083477020264	7.661106586456299	7.215643405914307	7.315253257751465	7.475840091705322	7.23693323135376	7.178326606750488	6.8880767822265625	7.029293537139893	6.769495010375977	7.221980094909668	7.563642978668213	7.479023456573486	6.924733638763428	7.067399978637695	7.251293182373047	7.308803081512451	7.597970008850098	7.3729400634765625	7.263705253601074	7.4485249519348145	7.212669849395752	7.158474922180176	7.049759864807129	7.4400248527526855	7.333354949951172	7.449539661407471	7.157946586608887	7.27946662902832	7.206386566162109	6.983453273773193	7.133476734161377	7.1603264808654785	7.161680221557617	7.008349895477295	7.108829975128174	6.946539878845215	6.991980075836182	7.052440166473389	7.0489501953125	7.249370098114014	6.988540172576904	7.3483500480651855	7.036250114440918	7.12362003326416	7.004885196685791	6.975529670715332	7.059305191040039	6.915280342102051	7.168479919433594	6.982039928436279	7.0261054039001465	7.003750324249268	7.089334964752197	7.348259925842285	7.160459995269775	6.981060028076172	6.897930145263672	6.686009883880615	7.072780132293701	6.680019855499268	6.874680042266846	7.101140022277832	6.8784499168396	6.8095197677612305	6.8439531326293945	6.5988264083862305	6.644539833068848	6.880466461181641	6.849579811096191	6.7158098220825195	6.790693283081055	6.760329723358154	6.747640132904053	6.632719993591309	6.726409912109375	6.774492263793945	7.34416389465332	7.231454849243164	7.205470085144043	7.274109840393066	7.375969886779785	7.386280059814453	7.334255218505859	7.677109718322754	7.668395042419434	7.576729774475098	7.346664905548096	7.3094801902771	7.191669940948486	7.133443355560303	7.178150177001953	7.170803070068359	7.3338398933410645	7.695789813995361	7.3565168380737305	7.562900066375732	6.718299865722656	7.199044704437256	7.811460018157959	7.352139949798584	7.179000377655029	7.631050109863281	7.757784843444824	6.915824890136719	7.3053998947143555	7.39241361618042	7.288753032684326	7.257820129394531	7.3192667961120605
agaI	6.976166725158691	7.095580101013184	7.0600266456604	6.986573219299316	6.928699970245361	7.019356727600098	7.172966480255127	7.088266849517822	7.072226524353027	7.018020153045654	7.097336769104004	7.0140700340271	7.098933219909668	7.191436767578125	6.915433406829834	6.850019931793213	7.255133152008057	7.364623546600342	7.244443416595459	7.140273094177246	7.227276802062988	7.110459804534912	6.76837682723999	7.281613349914551	7.0717267990112305	6.992010116577148	6.7595601081848145	7.093616485595703	7.165926933288574	7.434850215911865	7.340183258056641	7.1819233894348145	7.309643268585205	7.156663417816162	7.191806793212891	7.074843406677246	7.053656578063965	6.9307169914245605	6.926599979400635	7.123816967010498	7.258470058441162	7.393413543701172	7.202000141143799	7.2627668380737305	7.442669868469238	7.150246620178223	7.157083511352539	6.814566612243652	6.980273246765137	6.816054821014404	7.211659908294678	7.311560153961182	7.301936626434326	6.924646854400635	7.10209321975708	7.3582868576049805	7.229733467102051	7.791640281677246	7.538899898529053	7.4430952072143555	7.48161506652832	7.325314998626709	7.365835189819336	7.290349960327148	7.660665035247803	7.229830265045166	7.32096004486084	7.100156784057617	7.270400047302246	7.264083385467529	6.917886734008789	7.215903282165527	7.418253421783447	7.381870269775391	6.866199970245361	6.962369918823242	7.027029991149902	7.15231990814209	7.314260005950928	7.106520175933838	7.230720043182373	7.163750171661377	7.5707597732543945	7.285830020904541	7.308489799499512	6.953489780426025	6.911419868469238	6.909759998321533	6.873945236206055	7.10398006439209	6.873849868774414	6.877749919891357	7.041009902954102	7.2200751304626465	7.663070201873779	7.005730152130127	6.8727898597717285	6.847070217132568	6.787690162658691	6.959790229797363	6.772019863128662	6.706240177154541	7.211430072784424	6.956976890563965	6.844583034515381	6.769623279571533	6.61821985244751	6.717883110046387	6.877560138702393	6.795340061187744	6.685253143310547	6.827290058135986	6.708459854125977	6.766973495483398	6.6734466552734375	6.699429988861084	6.765820026397705	7.145951747894287	7.193375110626221	7.292515277862549	7.234329700469971	7.1458330154418945	7.188699722290039	7.267489910125732	7.880129814147949	7.35730504989624	7.012569904327393	7.60337495803833	7.6563401222229	7.367119789123535	6.999450206756592	7.33896017074585	7.225649833679199	7.632134914398193	7.605010032653809	7.088316917419434	7.4550700187683105	7.578665256500244	7.349479675292969	7.849945068359375	7.321659564971924	7.601680278778076	8.151639938354492	7.884815216064453	7.289984703063965	7.32558012008667	7.222703456878662	7.169823169708252	7.183700084686279	7.293330192565918
agaR	9.788996696472168	9.685016632080078	9.692816734313965	9.763242721557617	9.613470077514648	9.65542984008789	9.563440322875977	9.937009811401367	9.628376960754395	9.52376651763916	9.607540130615234	9.785463333129883	9.840883255004883	9.97230339050293	9.838669776916504	9.45691967010498	9.939216613769531	9.869709968566895	9.766940116882324	9.816946983337402	9.739867210388184	9.942553520202637	9.88780689239502	9.818842887878418	9.784773826599121	9.907466888427734	9.875995635986328	9.91218376159668	9.977206230163574	9.928462982177734	9.87954044342041	9.88247013092041	9.786203384399414	9.821756362915039	9.847439765930176	9.900712966918945	9.890233993530273	9.872623443603516	9.889874458312988	9.9913330078125	9.809786796569824	9.759173393249512	9.838353157043457	9.703289985656738	9.70772647857666	9.800796508789062	9.732953071594238	10.37933349609375	9.830353736877441	9.742700576782227	9.990803718566895	9.799176216125488	9.714323997497559	9.793259620666504	9.80014705657959	9.77750015258789	9.695746421813965	9.63549518585205	9.635765075683594	9.93695068359375	10.031319618225098	10.018635749816895	9.45773983001709	9.67994499206543	9.060014724731445	9.667180061340332	9.731124877929688	9.864580154418945	8.197903633117676	8.463886260986328	9.18925666809082	8.414179801940918	8.550013542175293	8.646080017089844	9.237286567687988	9.549429893493652	9.432499885559082	9.602399826049805	9.587309837341309	9.773480415344238	9.587320327758789	9.354220390319824	8.956009864807129	8.771539688110352	8.819879531860352	9.063630104064941	9.08299446105957	9.262325286865234	9.31486988067627	9.049180030822754	9.101804733276367	9.051024436950684	9.04372501373291	9.120319366455078	9.217260360717773	8.992659568786621	9.002599716186523	9.23423957824707	9.320819854736328	8.942609786987305	8.820630073547363	8.945810317993164	9.0	9.579370498657227	9.3699369430542	9.745372772216797	9.39561653137207	9.65641975402832	9.438786506652832	9.581366539001465	9.926587104797363	9.396739959716797	9.467949867248535	9.525023460388184	9.933686256408691	9.786293029785156	9.89058780670166	9.185673713684082	9.324825286865234	9.304764747619629	9.236305236816406	9.1607666015625	8.60350513458252	8.647109985351562	8.684735298156738	8.382095336914062	9.045889854431152	9.014004707336426	9.452850341796875	9.246370315551758	9.637086868286133	9.479909896850586	9.505379676818848	8.812829971313477	8.892399787902832	9.247636795043945	9.383009910583496	8.417960166931152	8.51216983795166	8.783679962158203	8.858449935913086	8.90447998046875	8.520905494689941	8.726269721984863	8.890454292297363	9.310914993286133	9.176573753356934	9.269963264465332	9.665513038635254	9.486350059509277
agp	9.18574333190918	9.29564380645752	9.271233558654785	9.141539573669434	9.203073501586914	8.42434024810791	9.153120040893555	7.935589790344238	9.126890182495117	9.220839500427246	9.055680274963379	9.124886512756348	8.283439636230469	8.350703239440918	8.326703071594238	9.00001335144043	8.237613677978516	8.229036331176758	8.126440048217773	8.324700355529785	8.13559627532959	8.369853019714355	8.224603652954102	8.250860214233398	8.111129760742188	8.231470108032227	8.263585090637207	8.191813468933105	8.28616714477539	8.197500228881836	8.231029510498047	8.326863288879395	8.408016204833984	8.422446250915527	8.426739692687988	8.230377197265625	8.364789962768555	8.415129661560059	8.25462532043457	8.467109680175781	8.22269344329834	8.071553230285645	8.32118034362793	8.2747163772583	8.199629783630371	8.333246231079102	8.352689743041992	7.752006530761719	8.350720405578613	8.306884765625	8.400193214416504	8.096829414367676	8.141676902770996	8.309459686279297	8.40268325805664	8.369216918945312	8.305366516113281	9.854680061340332	9.48377513885498	8.619300842285156	8.94197940826416	9.744754791259766	10.127899169921875	9.913444519042969	11.28909969329834	8.624014854431152	8.613059997558594	9.066869735717773	9.594989776611328	8.940836906433105	10.249567031860352	8.76924991607666	8.564577102661133	8.473003387451172	10.553466796875	9.550089836120605	9.117719650268555	9.66504955291748	9.710619926452637	8.753959655761719	9.65293025970459	9.317859649658203	9.142580032348633	8.962909698486328	8.098420143127441	8.292274475097656	8.125909805297852	8.28197956085205	8.214090347290039	8.787969589233398	8.286145210266113	7.9193549156188965	8.131099700927734	7.812320232391357	7.688680171966553	8.499250411987305	8.335169792175293	8.688190460205078	8.86575984954834	8.812910079956055	8.435150146484375	9.434860229492188	9.156330108642578	9.076040267944336	8.719976425170898	8.889883041381836	9.132760047912598	9.14134693145752	8.790966033935547	8.988696098327637	8.536569595336914	9.196893692016602	9.872309684753418	9.2525634765625	8.579353332519531	8.634106636047363	8.749285697937012	8.202533721923828	11.343299865722656	9.602435111999512	10.882149696350098	8.41610050201416	10.231950759887695	10.745100021362305	10.952799797058105	11.263099670410156	8.74744987487793	8.19825553894043	8.2191801071167	8.090629577636719	8.559410095214844	8.338979721069336	8.425373077392578	11.718199729919434	10.74839973449707	8.942926406860352	8.673789978027344	7.1926445960998535	8.697525024414062	8.204495429992676	7.67079496383667	9.07738971710205	8.417015075683594	8.316929817199707	8.36844539642334	9.584574699401855	9.197720527648926	9.84511661529541	8.302332878112793	8.395649909973145
ahpC	11.87896728515625	11.870266914367676	11.802366256713867	11.765966415405273	11.749833106994629	11.502466201782227	11.739699363708496	11.018333435058594	11.824033737182617	11.771666526794434	11.736400604248047	11.781700134277344	11.398066520690918	11.54419994354248	11.340932846069336	12.000967025756836	11.709766387939453	11.569867134094238	11.653633117675781	11.62363338470459	11.633700370788574	11.732433319091797	11.656233787536621	11.520299911499023	11.568866729736328	11.585333824157715	11.56255054473877	11.603633880615234	11.649299621582031	11.584799766540527	11.601200103759766	11.485699653625488	11.734566688537598	11.546266555786133	11.539566993713379	11.50510025024414	11.701932907104492	11.466300010681152	11.726149559020996	11.467499732971191	11.589866638183594	11.577133178710938	11.616000175476074	11.513733863830566	11.506366729736328	11.587933540344238	11.72029972076416	10.183469772338867	11.643199920654297	11.747950553894043	11.742599487304688	11.548832893371582	11.650400161743164	11.621566772460938	11.709600448608398	11.683133125305176	11.578766822814941	11.912949562072754	11.786900520324707	11.713749885559082	11.86520004272461	11.829349517822266	11.777900695800781	12.326700210571289	12.663049697875977	11.838300704956055	11.860249519348145	12.501999855041504	12.395500183105469	12.2923002243042	12.3905668258667	12.249700546264648	12.069899559020996	12.01063346862793	12.432799339294434	12.382499694824219	12.378600120544434	11.832200050354004	12.069499969482422	13.102299690246582	12.430100440979004	12.19260025024414	12.012499809265137	12.442299842834473	12.402400016784668	11.935999870300293	11.950300216674805	11.757349967956543	11.732999801635742	11.922499656677246	11.95205020904541	11.973750114440918	12.08229923248291	12.070199966430664	11.416299819946289	11.934399604797363	12.123200416564941	12.177200317382812	12.403800010681152	12.148200035095215	12.217000007629395	12.233799934387207	12.10509967803955	12.320666313171387	12.220232963562012	12.264766693115234	12.367233276367188	12.180066108703613	12.259766578674316	12.5111665725708	11.936333656311035	11.797466278076172	12.224699974060059	12.212900161743164	12.079699516296387	11.914299964904785	12.246925354003906	11.83102035522461	12.125750541687012	11.943049430847168	11.716399192810059	11.685032844543457	11.531900405883789	10.666850090026855	9.697615623474121	9.301639556884766	13.00529956817627	11.289899826049805	11.583600044250488	11.785400390625	11.766433715820312	11.844200134277344	11.817899703979492	10.209870338439941	9.29246997833252	11.573766708374023	11.98169994354248	11.272500038146973	11.364250183105469	10.857000350952148	9.370179176330566	11.319350242614746	9.893674850463867	11.342649459838867	10.442910194396973	11.750849723815918	11.462766647338867	11.83686637878418	10.983532905578613	11.586600303649902
ahpF	10.457666397094727	10.387733459472656	10.311433792114258	10.285833358764648	10.338033676147461	10.135333061218262	10.34333324432373	10.136466979980469	10.407299995422363	10.1358003616333	10.223766326904297	10.34160041809082	9.591556549072266	9.752333641052246	9.767043113708496	10.546100616455078	9.763480186462402	9.728882789611816	9.821410179138184	9.879396438598633	9.888396263122559	9.8932466506958	9.865269660949707	9.765096664428711	9.757650375366211	9.918060302734375	9.876679420471191	9.852310180664062	9.900627136230469	9.757503509521484	9.81225299835205	9.74236011505127	9.87992000579834	9.849553108215332	9.816916465759277	9.802969932556152	9.91960620880127	9.73050308227539	9.86152458190918	9.85849380493164	9.826207160949707	9.758703231811523	9.853799819946289	9.767626762390137	9.81286334991455	9.820246696472168	9.871776580810547	9.740817070007324	9.985329627990723	10.103449821472168	9.979530334472656	9.87673282623291	9.86797046661377	9.88564682006836	9.98307991027832	9.907890319824219	9.873669624328613	9.403579711914062	9.443695068359375	9.052619934082031	9.407034873962402	9.83679485321045	9.61676025390625	9.86570930480957	9.975675582885742	9.794454574584961	9.940074920654297	10.526233673095703	9.833439826965332	10.138067245483398	10.1971435546875	10.051799774169922	9.697360038757324	9.602160453796387	9.721403121948242	10.161199569702148	10.419099807739258	10.187600135803223	9.802689552307129	11.049799919128418	10.25570011138916	10.153800010681152	9.865619659423828	10.454500198364258	10.805800437927246	10.19575023651123	10.401849746704102	10.25355052947998	9.98451042175293	10.780400276184082	10.233599662780762	10.290900230407715	10.013199806213379	9.800325393676758	9.123089790344238	10.054699897766113	10.422499656677246	10.299799919128418	9.990169525146484	10.296899795532227	10.164899826049805	10.38010025024414	10.205400466918945	10.207733154296875	10.196000099182129	10.209933280944824	10.16966724395752	10.114279747009277	10.245499610900879	10.437199592590332	10.104056358337402	10.004982948303223	10.154866218566895	10.471833229064941	10.33156681060791	10.292099952697754	10.371150016784668	9.86292839050293	9.854879379272461	9.754899978637695	9.573820114135742	10.27676010131836	10.297499656677246	9.749479293823242	9.827795028686523	9.149534225463867	10.389399528503418	9.478439331054688	9.63778018951416	9.599800109863281	9.832839965820312	9.986109733581543	10.17003345489502	9.780184745788574	9.887579917907715	10.058446884155273	10.248700141906738	9.045729637145996	9.655025482177734	9.391704559326172	9.015650749206543	9.885419845581055	9.197794914245605	9.961565017700195	9.693255424499512	9.92612075805664	9.580196380615234	9.87421703338623	9.628186225891113	9.84552001953125
aidB	7.935839653015137	7.752926826477051	7.667886734008789	7.66037654876709	7.758183479309082	7.919950008392334	7.60633659362793	7.752840042114258	7.7389631271362305	7.587882995605469	7.77918004989624	7.726230144500732	8.24038028717041	8.226866722106934	8.314983367919922	7.817086696624756	8.33609676361084	8.311663627624512	8.03026294708252	8.237656593322754	8.156373023986816	8.251493453979492	8.163076400756836	8.048063278198242	7.979243278503418	8.069613456726074	7.979480266571045	8.326186180114746	8.293413162231445	8.171133041381836	8.063920021057129	8.2166166305542	8.055339813232422	8.027812957763672	7.92510986328125	7.92209005355835	7.799596786499023	8.066133499145508	7.892879962921143	8.469042778015137	8.150202751159668	8.129229545593262	8.038100242614746	8.04364013671875	7.856420040130615	7.958376407623291	8.142626762390137	7.577643394470215	8.025663375854492	8.000994682312012	8.26039981842041	8.125823020935059	8.075393676757812	7.878776550292969	8.067370414733887	7.989910125732422	7.887233257293701	7.983809947967529	8.240884780883789	8.009075164794922	8.36113452911377	8.065199851989746	8.238369941711426	8.212004661560059	8.035624504089355	7.984694957733154	7.949674606323242	7.599699974060059	7.751719951629639	7.43463659286499	7.6875433921813965	7.3961334228515625	7.82429313659668	7.4783830642700195	8.066514015197754	7.5596699714660645	7.6804399490356445	7.32496976852417	7.920350074768066	8.78361988067627	7.684969902038574	7.930369853973389	7.786349773406982	8.052900314331055	7.907919883728027	7.608580112457275	7.74813985824585	7.655065059661865	7.735805034637451	8.07898998260498	7.556354999542236	7.6074748039245605	7.841354846954346	7.834390163421631	7.937419891357422	7.594480037689209	7.690320014953613	7.898660182952881	8.322179794311523	7.5598602294921875	7.668759822845459	8.118840217590332	8.698419570922852	9.094189643859863	8.320826530456543	8.557310104370117	9.084056854248047	9.178906440734863	8.68202018737793	8.72425365447998	7.89121675491333	8.384483337402344	9.832509994506836	9.937219619750977	8.750789642333984	7.888343334197998	9.01442813873291	7.7046380043029785	7.953050136566162	7.733879566192627	8.270315170288086	7.475223064422607	7.569314956665039	9.473275184631348	9.28569507598877	8.564960479736328	7.846380233764648	7.824845314025879	7.891109943389893	7.435619831085205	8.27963638305664	7.49616003036499	7.750800132751465	9.024930000305176	8.680769920349121	8.696436882019043	7.5804901123046875	7.543664932250977	8.559535026550293	8.607930183410645	8.953269958496094	8.01841926574707	8.657549858093262	8.393625259399414	8.277474403381348	7.780755043029785	7.776966571807861	7.8424201011657715	7.739536762237549	7.909646511077881
alaS	11.239533424377441	11.207666397094727	11.26176643371582	11.26533317565918	11.236700057983398	11.135066986083984	11.173600196838379	11.232966423034668	11.234633445739746	11.252099990844727	11.125166893005371	11.310667037963867	11.412466049194336	11.397966384887695	11.368033409118652	11.351633071899414	11.231432914733887	11.184033393859863	11.088500022888184	11.159433364868164	11.29046630859375	11.3638334274292	11.383132934570312	10.875899314880371	11.25100040435791	11.184066772460938	11.425100326538086	11.281766891479492	11.19693374633789	11.135733604431152	11.14876651763916	11.209966659545898	11.300533294677734	11.175899505615234	11.248932838439941	11.304566383361816	11.306400299072266	11.083333015441895	10.95359992980957	11.026833534240723	11.179800033569336	11.237767219543457	10.988933563232422	11.234466552734375	11.038267135620117	11.245333671569824	11.347466468811035	11.398799896240234	11.398699760437012	11.380450248718262	11.103699684143066	11.14543342590332	11.236166954040527	11.198933601379395	11.335433006286621	11.164966583251953	11.247133255004883	10.59535026550293	11.112600326538086	11.001500129699707	11.243800163269043	11.21720027923584	11.00054931640625	10.737449645996094	9.586384773254395	11.181249618530273	11.423099517822266	11.47510051727295	10.604466438293457	9.917920112609863	11.610833168029785	9.286763191223145	9.087956428527832	9.49368667602539	11.544766426086426	11.668299674987793	11.324199676513672	11.195500373840332	10.976099967956543	11.119099617004395	11.78320026397705	11.003899574279785	10.527099609375	10.666199684143066	10.787799835205078	11.313050270080566	10.913749694824219	10.715400695800781	10.671299934387207	10.735799789428711	11.172499656677246	11.046000480651855	10.902050018310547	10.962499618530273	10.647600173950195	11.3548002243042	10.957099914550781	10.627300262451172	10.437199592590332	11.121600151062012	10.536399841308594	10.47920036315918	10.236800193786621	11.443532943725586	11.38860034942627	11.54170036315918	11.515399932861328	11.337800025939941	11.423133850097656	11.340399742126465	11.767200469970703	11.549866676330566	11.199799537658691	11.547367095947266	11.650699615478516	11.665133476257324	11.805399894714355	11.366239547729492	10.889850616455078	11.232950210571289	10.615150451660156	11.276866912841797	11.43970012664795	9.76928424835205	9.451245307922363	9.115915298461914	10.423199653625488	11.18139934539795	11.072199821472168	10.992199897766113	11.64840030670166	11.570300102233887	11.499600410461426	9.762354850769043	9.2424898147583	11.226099967956543	11.285400390625	11.347650527954102	11.507149696350098	11.343449592590332	10.589249610900879	11.835700035095215	11.23075008392334	12.046549797058105	11.530149459838867	11.144899368286133	11.199000358581543	11.201333045959473	11.613300323486328	11.348400115966797
